Product Sub-Category,Product Container,Continent,Customer Segment,Product Category,Ship Mode,Order Quantity,Profit,Sales,City,Country / Region,State or Province,Shipping Cost
Office Furnishings,Large Box,South America,Corporate,Furniture,Regular Air,61,220,866,Rio de Janeiro,Brazil,Rio de Janeiro,14
Appliances,Small Box,North America,Corporate,Office Supplies,Regular Air,12,-1,139,Northport,United States of America,Alabama,5
Appliances,Small Box,North America,Corporate,Office Supplies,Regular Air,46,-32,534,San Diego,United States of America,California,5
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,6,3557,5155,Livingston,United States of America,New Jersey,20
Binders and Binder Accessories,Small Box,Asia,Home Office,Office Supplies,Regular Air,3,-12,18,Guangzhou,China,Guangdong Sheng,5
Binders and Binder Accessories,Small Box,South America,Corporate,Office Supplies,Regular Air,24,15879,20621,Rio de Janeiro,Brazil,Rio de Janeiro,20
Computer Peripherals,Small Pack,Europe,Corporate,Technology,Regular Air,20,30,168,Dublin,Ireland,Dublin,3
Computer Peripherals,Small Pack,North America,Corporate,Technology,Regular Air,5,-129,42,Gastonia,United States of America,North Carolina,3
Tables,Jumbo Box,North America,Consumer,Furniture,Delivery Truck,10,-513,3995,Austintown,United States of America,Ohio,110
Tables,Jumbo Box,Asia,Consumer,Furniture,Delivery Truck,41,769,16381,Osaka,Japan,Ōsaka,110
"Scissors, Rulers and Trimmers",Small Pack,Asia,Consumer,Office Supplies,Regular Air,48,43,322,Osaka,Japan,Ōsaka,4
Labels,Small Box,South America,Consumer,Office Supplies,Regular Air,72,148,193,Santiago,Chile,Santiago,1
Labels,Small Box,North America,Consumer,Office Supplies,Regular Air,18,33,48,Twin Falls,United States of America,Idaho,1
Tables,Jumbo Box,South America,Corporate,Furniture,Delivery Truck,89,396,18001,Rio de Janeiro,Brazil,Rio de Janeiro,70
Paper,Small Box,Asia,Consumer,Office Supplies,Regular Air,2,20,58,Tokyo,Japan,Tokyo,9
Computer Peripherals,Small Box,North America,Home Office,Technology,Regular Air,6,294,598,Dublin,United States of America,Ohio,20
Paper,Small Box,North America,Consumer,Office Supplies,Regular Air,1,-14,29,Boise,United States of America,Idaho,9
Paper,Small Box,Europe,Corporate,Office Supplies,Regular Air,74,150,476,Dublin,Ireland,Dublin,9
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,19,848,122,Gastonia,United States of America,North Carolina,9
Pens & Art Supplies,Wrap Bag,North America,Home Office,Office Supplies,Regular Air,16,10,36,State College,United States of America,Pennsylvania,1
Pens & Art Supplies,Wrap Bag,Asia,Home Office,Office Supplies,Regular Air,63,46,140,Tokyo,Japan,Tokyo,1
Telephones and Communication,Wrap Bag,North America,Corporate,Technology,Regular Air,4,27,77,Rock Island,United States of America,Illinois,1
Telephones and Communication,Wrap Bag,Europe,Corporate,Technology,Regular Air,17,123,328,London,United Kingdom,England,1
Computer Peripherals,Small Box,North America,Corporate,Technology,Regular Air,20,364,549,Northport,United States of America,Alabama,6
Telephones and Communication,Small Box,North America,Corporate,Technology,Regular Air,10,-102,831,Jonesboro,United States of America,Arkansas,5
Computer Peripherals,Small Box,North America,Corporate,Technology,Regular Air,81,-25,2223,San Diego,United States of America,California,6
Computer Peripherals,Small Box,Asia,Home Office,Technology,Regular Air,25,294,2493,Shanghai,China,Shanghai Shi,20
Telephones and Communication,Small Box,North America,Corporate,Technology,Regular Air,39,307,3241,San Diego,United States of America,California,5
Bookcases,Jumbo Box,North America,Corporate,Furniture,Delivery Truck,13,532,2030,Jonesboro,United States of America,Arkansas,66
Bookcases,Jumbo Box,North America,Corporate,Furniture,Delivery Truck,52,-533,8119,San Diego,United States of America,California,66
Binders and Binder Accessories,Small Box,Asia,Corporate,Office Supplies,Regular Air,72,98,1571,Hyderabad,India,State of Andhra Pradesh,15
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,18,-25,393,Rome,United States of America,Georgia,15
Telephones and Communication,Small Box,Asia,Corporate,Technology,Express Air,50,2177,2878,Tokyo,Japan,Tokyo,6
Telephones and Communication,Small Box,North America,Corporate,Technology,Express Air,12,477,691,Gilroy,United States of America,California,6
Chairs & Chairmats,Jumbo Drum,North America,Small Business,Furniture,Delivery Truck,6,-156,543,Euclid,United States of America,Ohio,42
Chairs & Chairmats,Jumbo Drum,Asia,Small Business,Furniture,Delivery Truck,22,234,1989,Jalandhar,India,Punjab,42
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,1,-114,357,Bellevue,United States of America,Nebraska,20
Paper,Wrap Bag,Asia,Consumer,Office Supplies,Express Air,16,11,138,Osaka,Japan,Ōsaka,2
Storage & Organization,Medium Box,Asia,Consumer,Office Supplies,Express Air,46,-65,1414,Guangzhou,China,Guangdong Sheng,14
Tables,Jumbo Box,Africa,Corporate,Furniture,Delivery Truck,6,-4,934,Cairo,Egypt,Al Qahirah,29
Binders and Binder Accessories,Small Box,Africa,Corporate,Office Supplies,Regular Air,2,171,714,Nairobi,Kenya,Nairobi Prov,20
Appliances,Jumbo Drum,North America,Small Business,Office Supplies,Delivery Truck,1,-50,107,Euclid,United States of America,Ohio,16
Appliances,Jumbo Drum,Asia,Small Business,Office Supplies,Delivery Truck,6,75,643,Jalandhar,India,Punjab,16
Pens & Art Supplies,Wrap Bag,Asia,Small Business,Office Supplies,Express Air,13,14,83,Chengdu,China,Sichuan Sheng,1
Pens & Art Supplies,Wrap Bag,North America,Small Business,Office Supplies,Express Air,3,3,19,Parkland,United States of America,Washington,1
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,18,674,977,Fremont,United States of America,Nebraska,5
Paper,Small Box,Africa,Corporate,Office Supplies,Regular Air,70,2927,3801,Nairobi,Kenya,Nairobi Prov,5
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,7,-25,47,Rock Island,United States of America,Illinois,7
Labels,Small Box,North America,Corporate,Office Supplies,Regular Air,12,24,35,Rockford,United States of America,Illinois,1
Paper,Small Box,Europe,Corporate,Office Supplies,Regular Air,30,38,203,London,United Kingdom,England,7
Tables,Jumbo Box,North America,Corporate,Furniture,Delivery Truck,2,-411,311,Paducah,United States of America,Kentucky,29
Labels,Small Box,Europe,Corporate,Office Supplies,Regular Air,50,112,145,London,United Kingdom,England,1
Computer Peripherals,Small Pack,North America,Corporate,Technology,Regular Air,8,-28,53,Fremont,United States of America,Nebraska,4
Computer Peripherals,Small Pack,Africa,Corporate,Technology,Regular Air,31,43,206,Nairobi,Kenya,Nairobi Prov,4
Telephones and Communication,Small Box,North America,Small Business,Technology,Regular Air,19,412,598,Parkland,United States of America,Washington,1
Office Machines,Jumbo Drum,North America,Corporate,Technology,Delivery Truck,17,5617,8140,Rapid City,United States of America,South Dakota,69
Office Machines,Jumbo Drum,Asia,Corporate,Technology,Delivery Truck,68,25072,32562,Guangzhou,China,Guangdong Sheng,69
Office Furnishings,Medium Box,North America,Corporate,Furniture,Regular Air,6,-16,59,Minnetonka,United States of America,Minnesota,6
Office Furnishings,Medium Box,South America,Corporate,Furniture,Regular Air,26,23,257,Buenos Aires,Argentina,Province de Buenos Aires,6
Computer Peripherals,Small Box,North America,Corporate,Technology,Regular Air,7,-44,534,Muskego,United States of America,Wisconsin,4
Computer Peripherals,Small Box,Asia,Corporate,Technology,Regular Air,28,67,2135,Lahore,Pakistan,Punjab,4
Chairs & Chairmats,Jumbo Drum,Africa,Corporate,Furniture,Delivery Truck,36,1770,7224,Cairo,Egypt,Al Qahirah,24
Computer Peripherals,Small Pack,Asia,Home Office,Technology,Regular Air,87,66,689,Kunming,China,Yunnan Sheng,3
Computer Peripherals,Small Pack,North America,Home Office,Technology,Regular Air,22,-44,174,Highlands Ranch,United States of America,Colorado,3
Chairs & Chairmats,Jumbo Drum,North America,Consumer,Furniture,Delivery Truck,14,4580,6638,Carbondale,United States of America,Illinois,26
Chairs & Chairmats,Jumbo Drum,Asia,Consumer,Furniture,Delivery Truck,56,20444,26551,Guangzhou,China,Guangdong Sheng,26
Envelopes,Small Box,North America,Home Office,Office Supplies,Express Air,22,2379,3448,Derry,United States of America,New Hampshire,20
Envelopes,Small Box,South America,Home Office,Office Supplies,Express Air,89,10740,13949,Sao Paulo,Brazil,São Paulo,20
Tables,Jumbo Box,South America,Home Office,Furniture,Delivery Truck,44,14795,19214,Buenos Aires,Argentina,Province de Buenos Aires,65
Tables,Jumbo Box,North America,Home Office,Furniture,Delivery Truck,11,-98,4803,Birmingham,United States of America,Alabama,65
Appliances,Jumbo Drum,South America,Home Office,Office Supplies,Delivery Truck,50,396,3688,Buenos Aires,Argentina,Province de Buenos Aires,60
Appliances,Jumbo Drum,North America,Home Office,Office Supplies,Delivery Truck,12,1544,885,Birmingham,United States of America,Alabama,60
Chairs & Chairmats,Jumbo Drum,North America,Corporate,Furniture,Delivery Truck,9,-132,1806,Paducah,United States of America,Kentucky,24
Bookcases,Jumbo Box,North America,Home Office,Furniture,Delivery Truck,6,-242,776,Silver Spring,United States of America,Maryland,79
Bookcases,Jumbo Box,South America,Home Office,Furniture,Delivery Truck,22,362,2844,Rio de Janeiro,Brazil,Rio de Janeiro,79
Pens & Art Supplies,Small Pack,North America,Consumer,Office Supplies,Regular Air,13,-15,273,Marion,United States of America,Indiana,9
Pens & Art Supplies,Small Pack,South America,Consumer,Office Supplies,Regular Air,52,23,1093,Fortaleza,Brazil,Ceara,9
Binders and Binder Accessories,Small Box,North America,Home Office,Office Supplies,Regular Air,12,-3,294,Silver Spring,United States of America,Maryland,13
Binders and Binder Accessories,Small Box,South America,Home Office,Office Supplies,Regular Air,46,4,1128,Rio de Janeiro,Brazil,Rio de Janeiro,13
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,2,-2,8,Plum,United States of America,Pennsylvania,1
Binders and Binder Accessories,Small Box,Asia,Corporate,Office Supplies,Regular Air,7,3,28,Hong Kong,Hong Kong,Hong Kong,1
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,5,-25,26,Columbus,United States of America,Ohio,7
Paper,Small Box,Asia,Corporate,Office Supplies,Regular Air,19,37,100,Shenyang,China,Liaoning Sheng,7
Tables,Large Box,North America,Corporate,Furniture,Express Air,10,-1764,1495,West Islip,United States of America,New York,69
Bookcases,Jumbo Box,North America,Corporate,Furniture,Delivery Truck,15,-299,1321,Los Angeles,United States of America,California,56
Office Furnishings,Small Box,North America,Home Office,Furniture,Regular Air,15,179,324,Columbia,United States of America,Missouri,8
Office Furnishings,Small Box,North America,Home Office,Furniture,Regular Air,59,805,1274,Guadalajara,Mexico,Jalisco,8
Storage & Organization,Small Box,Asia,Small Business,Office Supplies,Express Air,83,23,976,Dalian,China,Liaoning Sheng,5
Binders and Binder Accessories,Small Box,Asia,Consumer,Office Supplies,Regular Air,61,10,118,Guangzhou,China,Guangdong Sheng,1
Pens & Art Supplies,Wrap Bag,Asia,Consumer,Office Supplies,Regular Air,43,33,331,Guangzhou,China,Guangdong Sheng,3
Binders and Binder Accessories,Small Box,North America,Consumer,Office Supplies,Regular Air,15,117,29,Aiken,United States of America,South Carolina,1
Pens & Art Supplies,Wrap Bag,North America,Consumer,Office Supplies,Regular Air,11,5,85,Aiken,United States of America,South Carolina,3
Binders and Binder Accessories,Small Box,Asia,Corporate,Office Supplies,Regular Air,15,5,31,Guangzhou,China,Guangdong Sheng,1
Pens & Art Supplies,Small Pack,North America,Small Business,Office Supplies,Regular Air,15,224,324,Bridgeton,United States of America,Missouri,3
Tables,Large Box,North America,Corporate,Furniture,Express Air,38,-1764,5680,Los Angeles,United States of America,California,69
Appliances,Small Box,Asia,Small Business,Office Supplies,Regular Air,28,14,237,Hyderabad,India,State of Andhra Pradesh,4
Pens & Art Supplies,Small Pack,South America,Small Business,Office Supplies,Regular Air,61,1016,1319,Belo Horizonte,Brazil,Minas Gerais,3
Appliances,Small Box,North America,Small Business,Office Supplies,Regular Air,7,-9,59,Roseville,United States of America,California,4
Computer Peripherals,Small Box,North America,Home Office,Technology,Express Air,9,-633,435,Gainesville,United States of America,Georgia,20
Chairs & Chairmats,Jumbo Drum,Asia,Consumer,Furniture,Delivery Truck,76,217,10796,Beijing,China,Beijing,30
Chairs & Chairmats,Jumbo Drum,North America,Corporate,Furniture,Delivery Truck,2,-44,69,Westland,United States of America,Michigan,19
Chairs & Chairmats,Jumbo Drum,Asia,Corporate,Furniture,Delivery Truck,9,66,313,Guangzhou,China,Guangdong Sheng,19
Office Furnishings,Small Box,North America,Small Business,Furniture,Regular Air,4,212,307,Bridgeton,United States of America,Missouri,20
Office Furnishings,Small Box,South America,Small Business,Furniture,Regular Air,17,1005,1305,Belo Horizonte,Brazil,Minas Gerais,20
Paper,Small Box,North America,Small Business,Office Supplies,Regular Air,19,-80,114,Norfolk,United States of America,Nebraska,8
Paper,Small Box,North America,Small Business,Office Supplies,Regular Air,24,-64,110,Detroit,United States of America,Michigan,5
Paper,Small Box,Asia,Small Business,Office Supplies,Regular Air,74,120,444,Dalian,China,Liaoning Sheng,8
Office Furnishings,Small Box,North America,Corporate,Furniture,Regular Air,23,-8,318,Westland,United States of America,Michigan,9
Office Furnishings,Small Box,Asia,Corporate,Furniture,Regular Air,93,13,1285,Guangzhou,China,Guangdong Sheng,9
Chairs & Chairmats,Jumbo Drum,North America,Corporate,Furniture,Regular Air,1,-23,28,Arlington,United States of America,Texas,9
Chairs & Chairmats,Jumbo Drum,Asia,Corporate,Furniture,Regular Air,4,34,110,Seoul,Republic of Korea,Soul,9
Chairs & Chairmats,Jumbo Drum,North America,Corporate,Furniture,Delivery Truck,22,1298,4740,Arlington,United States of America,Texas,68
Chairs & Chairmats,Jumbo Drum,Asia,Corporate,Furniture,Delivery Truck,89,5839,19175,Seoul,Republic of Korea,Soul,68
Office Furnishings,Large Box,North America,Corporate,Furniture,Regular Air,4,-21,17,Arlington,United States of America,Texas,6
Office Furnishings,Large Box,Asia,Corporate,Furniture,Regular Air,17,32,72,Seoul,Republic of Korea,Soul,6
Paper,Small Box,Asia,Small Business,Office Supplies,Regular Air,54,2046,2657,Tel Aviv,Israel,Tel Aviv-Jaffa,7
Paper,Small Box,North America,Small Business,Office Supplies,Regular Air,6,197,27,Morristown,United States of America,Tennessee,5
Paper,Small Box,North America,Small Business,Office Supplies,Regular Air,13,441,640,Whittier,United States of America,California,7
Computer Peripherals,Small Pack,North America,Corporate,Technology,Regular Air,11,15,90,Mount Pleasant,United States of America,Michigan,2
Computer Peripherals,Small Pack,North America,Corporate,Technology,Regular Air,43,66,352,Mexico City,Mexico,Distrito Federal,2
Tables,Jumbo Drum,Asia,Corporate,Furniture,Delivery Truck,48,11181,17032,Bangalore,India,Karnataka,60
Envelopes,Small Box,Asia,Small Business,Office Supplies,Regular Air,24,6,93,Riyadh,Saudi Arabia,Ar Riyad,3
Computer Peripherals,Small Box,North America,Corporate,Technology,Express Air,14,85,462,Essex Junction,United States of America,Vermont,4
Computer Peripherals,Small Box,Asia,Corporate,Technology,Express Air,56,381,1849,Ahmedabad,India,Gujarat,4
Office Furnishings,Wrap Bag,North America,Corporate,Furniture,Regular Air,15,19,58,Fremont,United States of America,Nebraska,2
Office Furnishings,Wrap Bag,Africa,Corporate,Furniture,Regular Air,61,85,235,Nairobi,Kenya,Nairobi Prov,2
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Express Air,19,-74,410,Grand Island,United States of America,Nebraska,15
Bookcases,Jumbo Box,North America,Small Business,Furniture,Delivery Truck,45,-164,9540,Detroit,United States of America,Michigan,56
Binders and Binder Accessories,Small Box,Africa,Corporate,Office Supplies,Express Air,78,112,1684,Nairobi,Kenya,Nairobi Prov,15
"Scissors, Rulers and Trimmers",Small Pack,North America,Home Office,Office Supplies,Regular Air,11,29,126,Florissant,United States of America,Missouri,3
"Scissors, Rulers and Trimmers",Small Pack,North America,Home Office,Office Supplies,Regular Air,43,131,491,Guadalajara,Mexico,Jalisco,3
Telephones and Communication,Medium Box,North America,Corporate,Technology,Regular Air,1,-48,19,Grand Island,United States of America,Nebraska,5
Telephones and Communication,Medium Box,Africa,Corporate,Technology,Regular Air,6,72,116,Nairobi,Kenya,Nairobi Prov,5
Office Furnishings,Small Box,North America,Corporate,Furniture,Regular Air,3,78,113,Port Huron,United States of America,Michigan,5
Office Furnishings,Small Box,Asia,Corporate,Furniture,Regular Air,13,377,490,Beijing,China,Beijing,5
Paper,Small Box,North America,Home Office,Office Supplies,Regular Air,21,-103,137,Florissant,United States of America,Missouri,8
Storage & Organization,Small Box,North America,Home Office,Office Supplies,Regular Air,5,-29,71,Florissant,United States of America,Missouri,9
Pens & Art Supplies,Wrap Bag,North America,Home Office,Office Supplies,Regular Air,15,-45,40,Florissant,United States of America,Missouri,4
Bookcases,Jumbo Box,North America,Small Business,Furniture,Delivery Truck,11,-225,2332,Morristown,United States of America,Tennessee,56
Storage & Organization,Small Box,North America,Home Office,Office Supplies,Regular Air,19,44,270,Guadalajara,Mexico,Jalisco,9
Pens & Art Supplies,Wrap Bag,North America,Home Office,Office Supplies,Regular Air,61,67,164,Guadalajara,Mexico,Jalisco,4
Storage & Organization,Small Box,North America,Small Business,Office Supplies,Regular Air,6,-60,817,Richmond,United States of America,Indiana,20
Storage & Organization,Small Box,Asia,Small Business,Office Supplies,Regular Air,22,90,2997,Riyadh,Saudi Arabia,Ar Riyad,20
Telephones and Communication,Small Box,North America,Corporate,Technology,Express Air,13,340,718,Port Huron,United States of America,Michigan,5
Telephones and Communication,Small Box,Asia,Corporate,Technology,Express Air,52,1530,2872,Beijing,China,Beijing,5
Computer Peripherals,Small Box,North America,Corporate,Technology,Regular Air,21,17,412,Grand Island,United States of America,Nebraska,4
Computer Peripherals,Small Box,Africa,Corporate,Technology,Regular Air,83,79,1629,Nairobi,Kenya,Nairobi Prov,4
Computer Peripherals,Small Box,North America,Home Office,Technology,Regular Air,5,-34,105,Florissant,United States of America,Missouri,6
Computer Peripherals,Small Box,North America,Home Office,Technology,Regular Air,20,52,419,Guadalajara,Mexico,Jalisco,6
Storage & Organization,Medium Box,North America,Consumer,Office Supplies,Express Air,12,-89,369,Hilton Head Island,United States of America,South Carolina,14
Office Furnishings,Medium Box,North America,Consumer,Furniture,Regular Air,9,-30,512,Jupiter,United States of America,Florida,11
Chairs & Chairmats,Jumbo Drum,North America,Consumer,Furniture,Delivery Truck,5,-36,483,Toledo,United States of America,Ohio,30
Chairs & Chairmats,Jumbo Drum,North America,Consumer,Furniture,Delivery Truck,19,-71,1834,Philadelphia,United States of America,Pennsylvania,30
Computer Peripherals,Small Pack,Europe,Home Office,Technology,Regular Air,19,354,776,London,United Kingdom,England,2
Computer Peripherals,Small Pack,North America,Home Office,Technology,Regular Air,5,79,204,Springville,United States of America,Utah,2
Paper,Wrap Bag,North America,Consumer,Office Supplies,Regular Air,6,-1,22,Saratoga,United States of America,California,2
Paper,Wrap Bag,North America,Consumer,Office Supplies,Regular Air,26,-1,96,Los Angeles,United States of America,California,2
Telephones and Communication,Small Box,South America,Consumer,Technology,Regular Air,65,6304,8188,Santiago,Chile,Santiago,4
Telephones and Communication,Small Box,North America,Consumer,Technology,Regular Air,16,1391,2015,Twin Falls,United States of America,Idaho,4
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,6,175,254,Monroeville,United States of America,Pennsylvania,3
Binders and Binder Accessories,Small Box,Europe,Corporate,Office Supplies,Regular Air,22,716,930,Venice,Italy,Veneto,3
Telephones and Communication,Wrap Bag,North America,Small Business,Technology,Regular Air,19,-175,1427,Detroit,United States of America,Michigan,1
Telephones and Communication,Small Box,Asia,Home Office,Technology,Express Air,15,194,1593,Beijing,China,Beijing,3
Telephones and Communication,Small Box,North America,Home Office,Technology,Express Air,4,-129,425,Los Gatos,United States of America,California,3
Telephones and Communication,Small Box,North America,Home Office,Technology,Regular Air,8,71,440,Modesto,United States of America,California,6
Chairs & Chairmats,Jumbo Drum,Africa,Home Office,Furniture,Delivery Truck,74,1096,9681,Cairo,Egypt,Al Qahirah,70
Chairs & Chairmats,Jumbo Drum,North America,Home Office,Furniture,Delivery Truck,19,-526,2486,Homewood,United States of America,Alabama,70
Paper,Small Box,Asia,Corporate,Office Supplies,Regular Air,93,279,1640,Singapore,Singapore,Singapur,9
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,23,62,406,Kearns,United States of America,Utah,9
Telephones and Communication,Small Box,North America,Consumer,Technology,Regular Air,4,179,233,Toronto,Canada,Ontario,4
Telephones and Communication,Small Box,North America,Consumer,Technology,Regular Air,1,77,58,Fort Bragg,United States of America,North Carolina,4
Office Furnishings,Small Box,North America,Consumer,Furniture,Regular Air,28,49,490,Toronto,Canada,Ontario,5
Tables,Jumbo Box,North America,Corporate,Furniture,Delivery Truck,6,-716,1822,Canton,United States of America,Ohio,54
Office Furnishings,Small Box,North America,Consumer,Furniture,Regular Air,7,7191,122,Fort Bragg,United States of America,North Carolina,5
Rubber Bands,Wrap Bag,North America,Home Office,Office Supplies,Regular Air,22,-54,41,East Meadow,United States of America,New York,3
Rubber Bands,Wrap Bag,South America,Home Office,Office Supplies,Regular Air,89,80,167,Buenos Aires,Argentina,Province de Buenos Aires,3
Telephones and Communication,Small Box,North America,Home Office,Technology,Regular Air,21,2458,3563,East Meadow,United States of America,New York,6
Telephones and Communication,Small Box,South America,Home Office,Technology,Regular Air,85,11104,14421,Buenos Aires,Argentina,Province de Buenos Aires,6
Rubber Bands,Wrap Bag,Europe,Consumer,Office Supplies,Regular Air,78,1,90,Paris,France,Île-de-France,1
Rubber Bands,Wrap Bag,North America,Consumer,Office Supplies,Regular Air,19,-1,22,Modesto,United States of America,California,1
Office Furnishings,Medium Box,Asia,Consumer,Furniture,Express Air,70,773,2863,Manila,Philippines,Région Capitale Nationale,9
Telephones and Communication,Small Pack,North America,Corporate,Technology,Regular Air,7,-156,305,New Castle,United States of America,Indiana,5
Telephones and Communication,Small Pack,Asia,Corporate,Technology,Regular Air,28,233,1221,Guangzhou,China,Guangdong Sheng,5
Tables,Jumbo Box,Asia,Corporate,Furniture,Delivery Truck,24,-716,7288,Kolkata,India,West Bengal,54
Paper,Small Box,Europe,Corporate,Office Supplies,Regular Air,43,41,275,Athens,Greece,Attiki,6
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,11,-27,70,West Jordan,United States of America,Utah,6
Telephones and Communication,Small Box,North America,Consumer,Technology,Express Air,10,337,589,West Scarborough,United States of America,Maine,4
Telephones and Communication,Small Box,Asia,Consumer,Technology,Express Air,41,1518,2414,Manila,Philippines,Région Capitale Nationale,4
Appliances,Small Box,Europe,Corporate,Office Supplies,Regular Air,54,2535,3292,Athens,Greece,Attiki,5
Appliances,Small Box,North America,Corporate,Office Supplies,Regular Air,13,547,793,West Jordan,United States of America,Utah,5
Telephones and Communication,Small Pack,North America,Home Office,Technology,Regular Air,3,-127,152,Cleburne,United States of America,Texas,5
Telephones and Communication,Small Pack,North America,Home Office,Technology,Regular Air,11,-254,557,New York City,United States of America,New York,5
Paper,Wrap Bag,North America,Home Office,Office Supplies,Regular Air,12,45,65,Cleburne,United States of America,Texas,1
Paper,Wrap Bag,North America,Home Office,Office Supplies,Regular Air,48,34,261,New York City,United States of America,New York,1
Office Furnishings,Small Pack,North America,Small Business,Furniture,Regular Air,3,63,91,Irving,United States of America,Texas,4
Office Furnishings,Small Pack,North America,Small Business,Furniture,Regular Air,24,39,343,Charlotte,United States of America,North Carolina,5
Office Furnishings,Small Pack,North America,Small Business,Furniture,Regular Air,6,59,86,Gilbert,United States of America,Arizona,5
Chairs & Chairmats,Jumbo Drum,North America,Consumer,Furniture,Delivery Truck,78,-377,4713,Chicago,United States of America,Illinois,32
Chairs & Chairmats,Jumbo Drum,North America,Consumer,Furniture,Delivery Truck,19,-189,1148,Saco,United States of America,Maine,32
Bookcases,Jumbo Box,Africa,Home Office,Furniture,Delivery Truck,50,249,5365,Cairo,Egypt,Al Qahirah,36
Bookcases,Jumbo Box,North America,Home Office,Furniture,Delivery Truck,12,55,1288,San Carlos,United States of America,California,36
Envelopes,Small Box,Asia,Corporate,Office Supplies,Regular Air,13,15,66,Tokyo,Japan,Tokyo,5
Envelopes,Small Box,North America,Corporate,Office Supplies,Regular Air,3,109,15,Hickory,United States of America,North Carolina,5
Labels,Small Box,North America,Small Business,Office Supplies,Regular Air,2,1,8,Plainview,United States of America,New York,1
Labels,Small Box,Europe,Small Business,Office Supplies,Regular Air,7,5,27,Madrid,Spain,Madrid,1
Office Furnishings,Small Pack,Africa,Small Business,Furniture,Regular Air,13,230,396,Cairo,Egypt,Al Qahirah,4
Tables,Jumbo Box,North America,Home Office,Furniture,Delivery Truck,15,-485,4619,Elmira,United States of America,New York,43
Tables,Jumbo Box,South America,Home Office,Furniture,Delivery Truck,61,727,18785,Buenos Aires,Argentina,Province de Buenos Aires,43
Storage & Organization,Large Box,North America,Home Office,Office Supplies,Regular Air,20,-111,3596,Elmira,United States of America,New York,35
Storage & Organization,Large Box,South America,Home Office,Office Supplies,Regular Air,80,167,14383,Buenos Aires,Argentina,Province de Buenos Aires,35
Telephones and Communication,Small Box,North America,Home Office,Technology,Regular Air,15,1830,2652,Elmira,United States of America,New York,3
Telephones and Communication,Small Box,South America,Home Office,Technology,Regular Air,61,8305,10785,Buenos Aires,Argentina,Province de Buenos Aires,3
Appliances,Medium Box,North America,Home Office,Office Supplies,Regular Air,13,730,1058,San Clemente,United States of America,California,14
Paper,Small Box,North America,Corporate,Office Supplies,Regular Air,7,-16,48,Pharr,United States of America,Texas,6
Paper,Small Box,Asia,Corporate,Office Supplies,Regular Air,28,25,191,Hyderabad,India,State of Andhra Pradesh,6
Computer Peripherals,Small Box,North America,Small Business,Technology,Regular Air,15,149,332,Redford,United States of America,Michigan,4
Pens & Art Supplies,Wrap Bag,North America,Corporate,Office Supplies,Regular Air,4,-2,7,Duluth,United States of America,Minnesota,1
Computer Peripherals,Small Box,Australasia,Small Business,Technology,Regular Air,61,670,1349,Melbourne,Australia,Victoria,4
Rubber Bands,Wrap Bag,Asia,Small Business,Office Supplies,Regular Air,70,8,153,Guangzhou,China,Guangdong Sheng,1
Office Machines,Jumbo Drum,North America,Small Business,Technology,Delivery Truck,22,4604,6672,Watertown,United States of America,South Dakota,27
Office Machines,Jumbo Drum,Asia,Small Business,Technology,Delivery Truck,89,20783,26990,Guangzhou,China,Guangdong Sheng,27
Labels,Small Box,Asia,Home Office,Office Supplies,Express Air,91,261,338,Bangalore,India,Karnataka,1
Labels,Small Box,North America,Home Office,Office Supplies,Express Air,23,59,86,San Clemente,United States of America,California,1
Binders and Binder Accessories,Small Box,North America,Corporate,Office Supplies,Regular Air,2,-12,55,Houston,United States of America,Texas,3
Telephones and Communication,Small Box,Asia,Small Business,Technology,Regular Air,63,2443,3613,Beijing,China,Beijing,9
Telephones and Communication,Small Box,North America,Small Business,Technology,Regular Air,16,84,918,Smyrna,United States of America,Tennessee,9
Storage & Organization,Large Box,North America,Home Office,Office Supplies,Express Air,68,882,1380,Mexico City,Mexico,Distrito Federal,35
Telephones and Communication,Small Box,North America,Consumer,Technology,Regular Air,1,-605,100,Stratford,United States of America,Connecticut,9
Storage & Organization,Large Box,North America,Home Office,Office Supplies,Express Air,17,-90,345,North Charleston,United States of America,South Carolina,35
Labels,Small Box,North America,Home Office,Office Supplies,Regular Air,26,73,94,Mexico City,Mexico,Distrito Federal,1
Labels,Small Box,North America,Home Office,Office Supplies,Regular Air,6,2900,22,Myrtle Beach,United States of America,South Carolina,1
Computer Peripherals,Small Box,North America,Corporate,Technology,Regular Air,10,150,1583,Mustang,United States of America,Oklahoma,4
Paper,Small Box,Europe,Corporate,Office Supplies,Regular Air,9,17,50,Rome,Italy,Lazio,7
